Dropout (1=Yes 0=No),Study Mode,Entry Year,Displaced Student,Overall Pass Rate (%),Pass Rate Semester A (%),Pass Rate Semester B (%),Pass Rate Last Year (%),Credits Enrolled Total,Credits Passed Total,Credits Passed Normal,Credits Passed Sem A,Credits Passed Sem B,Credits Pending Grade,Lowest Year of Study,Highest Year of Study,Platform Days Logged (Total),Platform Events (Total),Platform Minutes (Total),Platform Visits (Total),Campus WiFi Days (Total),Resource Access Days (Total),Performance Bucket,Engagement Level,Credits Enrolled Band
0,1,2022,1,90,100,80,,60,54,54,30,24,0,1,1,17,110,696.5925667,16,74,9,3,1,1
0,1,2020,1,100,100,100,100,61.5,61.5,61.5,30,31.5,0,3,3,20,83,1173.354917,26,109,12,3,1,2
0,1,2022,0,100,100,100,,60,60,60,18,15,0,1,1,155,1082,10588.85655,310,122,111,3,3,1
0,0,2022,1,9.3,0,20,,64.5,6,6,0,6,0,1,1,,,,,41,,0,,2
0,1,2021,1,100,100,100,100,60,60,60,31.5,28.5,0,2,2,21,206,1734.38855,49,110,17,3,2,1
0,1,,0,100,,100,100,15,15,15,0,0,0,2,2,,,,,,,3,,0
0,1,2019,1,79.55,100,55,90,66,52.5,66,36,16.5,0,3,4,44,321,4361.65515,77,79,25,2,2,2
0,1,2021,0,100,100,100,100,60,60,60,28.5,31.5,0,2,2,27,198,1642.8,33,77,13,3,2,1
0,1,2017,1,62.5,72.73,40,72.72727273,48,30,30,24,6,0,4,4,13,64,733.63115,20,34,12,2,1,1
0,1,,1,50,100,0,,60,30,30,30,0,0,1,1,,,,,53,,1,,1
0,1,2020,1,76.92,100,63.64,100,78,60,60,28.5,31.5,0,3,3,32,331,2520.6429,61,151,24,2,2,2
0,1,,1,0,0,0,,63,0,0,0,0,0,1,1,2,11,90.90928333,3,,2,0,1,2
0,1,2021,0,88.89,100,85,55,40.5,36,36,10.5,16.5,0,1,2,49,399,2729.4326,67,52,34,3,2,1
1,1,,0,0,,0,61.29032258,12,0,0,0,0,0,1,1,,,,,1,,0,,0
1,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,133,,3,,1
0,1,2021,0,100,100,100,58.33333333,65.5,65.5,65.5,10.5,13,0,1,2,19,94,954.18325,32,124,16,3,1,2
0,1,2018,0,100,,100,65,12,12,12,0,12,0,4,4,1,1,45.07083333,1,26,,3,1,0
0,1,2022,0,100,100,100,,60,60,60,9,6,0,1,1,64,498,3979.692,96,,45,3,3,1
0,1,2020,1,100,100,100,100,60,60,68,30,30,0,3,3,82,708,9364.458717,198,131,51,3,3,1
0,1,2019,1,81.4,100,63.64,100,64.5,52.5,52.5,31.5,21,0,3,4,30,157,1776.275833,42,97,9,3,2,2
0,1,2018,0,63.64,66.67,57.14,57.5,66,42,44.5,30,12,0,3,4,,,,,211,,2,,2
0,1,2015,1,100,100,100,56.66666667,19.5,19.5,19.5,4.5,15,0,5,5,76,455,4887.951583,118,77,62,3,3,0
0,1,2020,1,100,100,100,100,40.5,40.5,40.5,12,4.5,0,3,4,19,71,1121.7193,24,99,16,3,1,1
0,1,2022,1,100,100,100,,60,60,60,18,24,0,1,1,115,931,10140.12557,232,143,75,3,3,1
1,1,,0,66.67,100,0,100,36,24,30,24,0,0,2,2,,,,,33,,2,,1
0,1,2020,1,51.61,0,80,47.5,46.5,24,24,0,15,0,1,2,26,132,1710.340883,44,176,14,1,2,1
0,1,2021,1,45.45,0,50,90,66,30,30,0,15,0,1,2,5,9,226.4722667,6,37,1,1,1,2
0,1,2017,0,100,,100,56.75675676,34.5,34.5,34.5,0,10.5,0,4,5,10,48,49.35068333,12,73,3,3,1,1
1,0,2021,0,100,100,100,100,31.5,31.5,31.5,10.5,6,0,2,3,23,79,1415.457167,34,,12,3,2,1
0,1,2022,1,100,100,100,,60,60,60,12,12,0,1,1,54,337,3051.412483,93,124,41,3,2,1
0,1,2022,0,100,100,100,,60,60,61,18,18,0,1,1,52,1160,4451.043683,106,141,37,3,2,1
0,1,,0,100,100,100,,60,60,60,24.5,35.5,0,1,1,,,,,128,,3,,1
0,1,,1,100,,100,0,30,30,30,0,0,0,1,1,,,,,7,,3,,0
0,1,2020,1,43.9,57.89,31.82,0,61.5,27,27,16.5,10.5,0,1,2,49,638,4338.922817,119,80,27,1,2,2
0,0,2020,0,88.89,81.25,100,100,40.5,36,36,19.5,16.5,0,2,2,17,118,898.92125,20,,6,3,1,1
0,1,2018,0,62.5,80,47.06,57.14285714,48,30,48,18,12,0,4,4,43,325,3698.307383,94,70,22,2,2,1
0,1,2019,0,74.42,100,52.17,100,64.5,48,48,30,18,0,4,4,1,1,45.71395,1,53,33,2,1,2
0,1,,0,100,100,100,,60,60,60,24,36,0,1,1,,,,,26,,3,,1
1,1,,1,,,,,30,30,30,10,20,0,1,1,,,,,,,,,0
0,1,2018,1,40,0,44.44,82.35294118,45,18,18,0,9,0,4,5,11,124,653.80665,17,121,7,0,1,1
0,1,2020,1,100,100,100,100,60,60,60,25.5,25.5,0,3,3,46,231,2701.789283,64,158,37,3,2,1
0,1,,0,33.33,,33.33,66.66666667,30,10,15,0,10,0,1,2,,,,,,,0,,0
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,115,,3,,1
0,1,2017,0,100,100,100,100,30,30,30,21,0,0,4,4,12,64,621.6839833,20,27,6,3,1,0
0,1,2021,1,100,100,100,100,60,60,60,16.5,10.5,0,2,2,18,97,984.2075,23,140,15,3,1,1
0,1,2018,1,87.5,77.78,100,60,48,42,42,21,12,0,3,4,20,73,1254.0325,27,9,14,3,1,1
0,1,2021,0,100,100,100,100,60,60,60,6,9,0,2,2,22,109,1178.718667,30,,18,3,2,1
0,1,2016,1,57.5,54.84,66.67,39.28571429,60,34.5,49,25.5,9,0,3,4,3,11,188.26615,4,131,3,1,1,1
0,1,,0,0,,0,0,15,0,0,0,0,0,2,2,,,,,,,0,,0
0,1,,0,77.42,100,62.67,,62,48,48,24.5,23.5,0,1,1,,,,,128,,2,,2
0,1,2019,1,100,100,100,100,54,54,54,24,30,0,4,4,42,157,2932.798017,56,44,19,3,2,1
0,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,33,319,2345.86175,53,120,16,3,2,1
0,1,2018,1,70,100,67.57,84.61538462,60,42,42,4.5,4.5,0,3,4,23,72,825.7670833,23,66,16,2,2,1
0,1,2021,0,65,100,57.58,65,60,39,39,10.5,4.5,0,1,2,82,614,7239.130517,175,116,62,2,3,1
0,1,2019,1,92.5,50,100,100,60,55.5,55.5,4.5,9,0,4,4,55,474,4772.235517,104,174,45,3,2,1
0,1,2018,0,73.33,100,0,72.5,45,33,51,33,0,0,3,4,,,,,64,,2,,1
0,1,2022,0,100,100,100,,60,60,60,28.5,31.5,0,1,1,98,666,10121.89208,230,112,66,3,3,1
0,1,2021,1,100,100,100,70,72,72,72,30,24,0,1,2,12,30,552.4976667,16,123,3,3,1,2
0,1,,1,76.47,100,42.86,,51,39,39,30,9,0,1,1,,,,,74,,2,,1
0,1,,1,0,,0,100,15,0,0,0,0,0,1,1,,,,,248,,0,,0
0,1,2015,1,80.43,100,64,80,69,55.5,69,31.5,24,0,3,4,13,54,777.6285167,18,99,7,3,1,2
0,1,2020,0,86.67,81.25,89.66,70.73170732,67.5,58.5,78,19.5,21,0,2,3,1,2,2023.1326,51,100,1,3,1,2
0,1,2020,0,100,100,100,100,60,60,60,25.5,25.5,0,3,3,38,91,1748.205717,41,174,24,3,2,1
0,1,2020,1,65,60,70,69.6969697,60,39,39,18,21,0,2,2,59,544,3997.424017,96,139,41,2,2,1
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,86,772,8734.7799,187,117,54,3,3,1
0,1,2020,1,88.24,100,80,45.23809524,51,45,45,21,15,0,2,2,,,,,126,,3,,1
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,4,4,48,218,3088.005283,69,90,29,3,2,1
0,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,53,500,5436.16835,106,137,30,3,2,1
0,1,2019,0,100,100,100,100,46.5,46.5,47,30,16.5,0,4,4,26,479,2967.552633,52,93,22,3,2,1
0,1,2013,1,61.9,100,42.86,50,31.5,19.5,19.5,10.5,9,0,3,4,42,611,3267.380283,90,,28,2,2,1
0,0,2019,1,69.23,100,50,80,39,27,27,15,12,0,3,4,6,24,282.248,9,52,4,2,1,1
0,1,2021,0,100,100,100,100,60,60,60,21,21,0,2,2,28,201,1469.982067,37,134,18,3,2,1
0,1,,0,100,100,100,,60,60,60,30,30,0,1,1,,,,,,,3,,1
0,1,,0,0,,0,50,30,0,0,0,0,0,1,1,,,,,38,,0,,0
0,1,2020,0,100,100,100,100,60,60,60,37.5,18,0,3,3,28,242,2470.069717,57,,25,3,2,1
0,1,2017,1,100,100,100,81.25,30,30,30,9,21,0,3,4,15,316,1237.049017,25,53,11,3,1,0
0,1,,0,100,,100,100,15,15,15,0,0,0,2,2,,,,,60,,3,,0
1,1,,1,69.89,100,39.13,83.75,69.75,48.75,49.75,35.25,13.5,0,1,2,,,,,112,,2,,2
0,1,2020,1,100,100,100,93.02325581,61.5,61.5,61.5,30,31.5,0,3,3,,,,,134,,3,,2
0,1,2018,1,100,,100,85,9,9,9,0,0,0,4,4,,,,,6,,3,,0
0,1,,1,,,,0,12,0,0,0,0,0,1,1,,,,,,,,,0
0,1,2019,0,70,100,40,100,60,42,60,30,12,0,4,4,39,187,3051.850333,70,82,34,2,2,1
0,1,,1,100,,100,50,30,30,30,0,0,0,1,1,,,,,24,,3,,0
0,1,2022,0,70,100,57.14,,60,42,42,18,12,0,1,1,51,467,4061.572483,80,147,38,2,2,1
0,1,2019,0,67.31,100,19.05,74.35897436,78,52.5,64.5,46.5,6,0,3,4,64,555,5130.281083,123,79,53,2,3,2
0,1,,1,33.33,57.14,0,80,72,24,30,24,0,0,1,2,,,,,62,,0,,2
1,1,2019,1,58.82,100,0,86.04651163,51,30,48.4,30,0,0,2,4,35,336,3549.196833,78,61,31,1,2,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,,1,41.18,100,0,50,51,21,21,21,0,0,1,1,,,,,109,,1,,1
0,1,2017,1,68,100,52.94,70.45454545,37.5,25.5,35.83,12,13.5,0,2,4,45,244,3129.906733,67,115,37,2,2,1
0,1,2020,1,85,100,68.42,100,60,51,51,31.5,19.5,0,2,2,37,321,3973.245567,85,124,28,3,2,1
0,1,,1,100,100,100,,60,60,60,31,9,0,1,1,,,,,187,,3,,1
0,1,,1,0,,0,0,44,0,0,0,0,0,1,1,,,,,,,0,,1
0,1,2018,1,100,100,100,87.5,33,33,33,21,12,0,4,4,58,371,4457.7101,117,59,36,3,2,1
0,1,2022,1,90.91,100,87.5,,66,60,60,18,24,0,1,2,28,160,1616.41235,52,138,17,3,2,2
0,1,2020,0,100,100,100,100,60,60,60,30,30,0,3,3,60,462,4304.409417,98,85,41,3,2,1
0,1,2020,1,100,100,100,60,60,60,60,16.5,25.5,0,1,3,32,165,1930.750967,52,128,21,3,2,1
0,1,2022,1,60,100,42.86,,60,36,37,18,6,0,1,1,61,493,5105.367233,111,80,31,1,3,1
0,1,2020,0,100,100,100,100,64.5,64.5,64.5,30,21,0,3,4,16,56,840.9094333,22,117,10,3,1,2
0,1,,0,0,,0,64,12,0,0,0,0,0,1,1,,,,,,,0,,0
0,1,2022,0,30,33.33,28.57,,60,18,18,6,12,0,1,1,42,270,3219.033883,80,39,25,0,2,1
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,3,4,39,275,2935.638517,69,97,29,3,2,1
0,1,2019,1,71.74,100,51.85,100,69,49.5,58.5,28.5,21,0,4,4,5,12,290.0479833,5,88,2,2,1,2
0,1,2020,1,100,100,100,93.02325581,60,60,60,25.5,25.5,0,3,3,21,170,1350.323583,38,122,18,3,2,1
0,1,2017,0,100,,100,0,12,12,12,0,12,0,4,4,3,13,194.2099,4,2,3,3,1,0
0,0,,1,,,,,30,0,0,0,0,0,1,1,,,,,,,,,0
0,1,2018,0,85.37,100,81.82,30,61.5,52.5,52.5,12,16.5,0,2,4,27,260,2051.547617,49,90,16,3,2,2
1,1,2020,1,100,100,100,90,66,66,66,31.5,34.5,0,2,4,41,1038,3733.500433,119,11,33,3,2,2
0,1,2019,1,85,100,64.71,100,60,51,60,34.5,16.5,0,4,4,40,300,2970.514383,101,23,28,3,2,1
0,1,2020,1,50,76.47,30.43,100,60,30,30,19.5,10.5,0,3,3,19,53,552.3828833,12,136,15,1,1,1
0,1,,0,100,,100,83.33333333,10,10,10,0,0,0,1,1,,,,,3,,3,,0
0,1,2019,1,100,100,100,100,60,60,60,9,9,0,4,4,49,352,2717.1944,73,142,44,3,2,1
0,0,,0,,,,36.11111111,18,0,0,0,0,0,1,1,,,,,,,,,0
0,1,2019,1,81.82,100,71.43,100,66,54,54,24,30,0,2,4,24,126,1657.451617,39,135,17,3,2,2
0,1,2019,0,100,100,100,87.5,58.5,58.5,58.5,33,13.5,0,3,4,14,86,1268.877183,32,75,11,3,1,1
0,1,,1,0,0,,0,9,0,0,0,0,0,1,1,,,,,,,0,,0
0,1,2019,1,100,100,100,100,33,33,33,21,12,0,4,4,10,100,575.2527,16,59,5,3,1,1
0,1,,0,100,100,100,,60,60,60,33,27,0,1,1,,,,,,,3,,1
0,1,2018,0,40.48,33.33,47.62,44.11764706,63,25.5,25.5,10.5,15,0,2,3,10,85,1354.129683,23,2,7,1,1,2
0,1,2021,0,100,100,100,90.625,54,54,54,27,27,0,2,2,37,471,2741.532733,95,116,19,3,2,1
0,1,2018,1,100,,100,64.1025641,12,12,12,0,12,0,4,4,,,,,2,,3,,0
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,4,4,86,769,7521.35345,185,105,45,3,3,1
0,1,,0,80,100,63.64,,60,48,48,27,21,0,1,1,,,,,109,,2,,1
0,1,2019,1,0,,0,54.54545455,12,0,0,0,0,0,4,4,,,,,1,,0,,0
0,1,2021,0,100,100,100,100,60,60,60,6,9,0,2,2,2,7,91.2519,2,,1,3,1,1
0,1,2019,0,63.33,100,38.89,73.68421053,45,28.5,28.5,18,10.5,0,3,4,61,502,3869.301933,99,3,37,2,3,1
0,1,2020,1,81.63,88,75,69.3877551,73.5,60,78,33,27,0,1,3,29,105,1701.779083,48,104,10,3,2,2
0,1,2019,1,100,100,100,77.5,69,69,69,34.5,34.5,0,3,4,29,249,1370.9592,27,100,22,3,2,2
0,1,2019,1,94.64,100,85,100,84,79.5,84,54,25.5,0,3,4,,,,,124,,3,,2
0,1,,1,60,81.82,33.33,,60,36,36,27,9,0,1,1,,,,,150,,1,,1
0,1,2020,1,67.27,100,45.45,100,82.5,55.5,55.5,33,22.5,0,3,3,1,15,45.27738333,3,119,22,2,1,2
0,1,2020,1,100,100,100,100,69,69,69,24,30,0,2,3,24,144,1230.7655,31,23,18,3,2,2
0,1,2019,1,87.5,100,71.43,92.5,72,63,81,40.5,22.5,0,3,4,57,223,4333.531717,90,100,32,3,2,2
0,1,2019,1,75,78.95,69.23,72.72727273,48,36,49.5,22.5,13.5,0,3,4,18,93,1053.299667,28,67,14,2,1,1
0,1,2020,1,100,100,100,100,60,60,60,16.5,10.5,0,2,2,55,530,4443.6961,84,142,34,3,2,1
0,1,,1,0,,0,0,30,0,0,0,0,0,1,1,,,,,5,,0,,0
1,1,,1,0,0,0,32.5,31.5,0,0,0,0,0,2,2,,,,,5,,0,,1
0,1,2019,1,70,100,51.35,85.71428571,90,63,63,34.5,28.5,0,2,4,42,440,3120.37755,88,49,33,2,2,2
1,1,2022,0,55,70,40,,60,33,33,21,12,0,1,1,72,567,5477.7037,161,80,39,1,3,1
0,1,2021,0,90.38,100,80.77,84.09090909,78,70.5,82.5,39,31.5,0,1,4,23,103,1176.581317,30,118,4,3,2,2
0,1,2022,1,100,100,100,,60,60,60,9,6,0,1,1,19,166,1074.09075,27,47,7,3,1,1
0,1,2019,1,61.4,63.33,59.26,68.18181818,85.5,52.5,52.5,28.5,24,0,3,4,47,196,3324.014183,77,167,20,2,2,2
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,46,262,3081.408767,71,,28,3,2,1
0,1,2020,1,100,100,100,100,61.5,61.5,62.17,30,31.5,0,3,3,62,565,4817.39375,116,140,42,3,3,2
0,1,2021,1,36.94,50,34.41,22.5,55.5,20.5,20.5,4.5,7,0,1,2,10,29,445.6030333,11,118,5,0,1,1
0,1,2018,0,100,100,100,80.43478261,22.5,22.5,22.5,10.5,12,0,4,4,33,257,2891.3262,73,10,19,3,2,0
0,1,2021,0,76.19,50,100,35,63,48,48,15,15,0,1,2,31,203,1857.27995,46,42,21,2,2,2
0,1,2022,1,40,0,57.14,,60,24,24,0,24,0,1,1,17,83,1087.882033,20,39,6,0,1,1
0,1,2016,1,100,,100,100,12,12,12,0,12,0,4,4,6,33,243.4637333,8,,4,3,1,0
0,1,2021,0,100,100,100,100,60,60,60,6,9,0,2,2,,,,,125,,3,,1
0,1,2020,1,91.18,83.33,100,60.97560976,51,46.5,46.5,22.5,24,0,2,3,41,155,2798.974167,64,177,23,3,2,1
0,1,2021,1,42.5,52.38,31.58,100,60,25.5,25.5,16.5,9,0,2,2,31,163,2755.616567,71,36,20,1,2,1
0,1,2018,1,100,100,100,100,34.5,34.5,34.5,12,22.5,0,4,4,22,74,1244.1306,34,44,13,3,2,1
0,1,2019,1,44.44,30.43,69.23,41.02564103,54,24,24,10.5,13.5,0,2,4,59,465,4280.937333,109,169,42,1,2,1
0,1,,1,88.89,90.91,85.71,,45,40,40,25,15,0,1,1,,,,,73,,3,,1
0,1,2021,1,100,100,100,100,60,60,60,31.5,28.5,0,2,2,42,189,3408.64595,78,174,31,3,2,1
0,1,2019,1,65,66.67,63.16,100,60,39,39,21,18,0,3,3,39,137,1818.50865,55,123,24,2,2,1
0,1,2020,1,100,100,100,100,60,60,60,30,30,0,3,3,22,117,1349.81865,27,131,16,3,2,1
0,1,2021,1,100,100,100,100,60,60,60,28.5,31.5,0,2,2,47,398,3785.383717,85,138,32,3,2,1
0,1,2019,0,71.43,100,0,100,42,30,48,30,0,0,4,4,35,230,2437.888967,60,47,29,2,2,1
0,1,2020,1,52.5,30,75,35.48387097,60,31.5,33.5,9,22.5,0,1,2,24,332,2532.007533,48,92,22,1,2,1
0,1,2020,1,100,100,100,100,60,60,60,37.5,22.5,0,3,3,37,476,2567.93515,70,50,22,3,2,1
0,1,2021,0,100,100,100,100,60,60,60,30,30,0,2,3,45,310,3572.388033,85,111,29,3,2,1
0,1,,0,0,0,0,0,27,0,0,0,0,0,1,1,,,,,,,0,,0
0,0,2021,1,33.33,0,47.37,62.5,40.5,13.5,13.5,0,4.5,0,1,4,16,55,604.2010167,18,5,9,0,1,1
0,1,2019,1,90,80,100,100,60,54,72,24,30,0,4,4,3,14,90.26186667,3,95,2,3,1,1
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,30,286,1966.028117,42,141,25,3,2,1
0,1,2022,0,100,100,100,,60,60,60,12,12,0,1,1,24,375,1720.9274,47,,18,3,2,1
0,1,2021,1,100,100,100,100,60,60,60,6,9,0,2,2,29,172,2088.693867,53,70,25,3,2,1
0,1,,0,,,,,52.5,0,0,0,0,0,2,4,3,5,178.7486167,3,2,2,,1,1
0,1,2019,0,85,100,81.25,65,60,51,51,12,6,0,3,4,32,190,1692.56995,40,142,26,3,2,1
0,1,,1,68.75,100,37.5,,64,44,48,32,12,0,1,1,,,,,111,,2,,2
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,175,,3,,1
0,1,2021,0,100,100,100,100,60,60,60,30,30,0,2,2,66,752,5445.339783,124,138,55,3,3,1
0,1,2021,1,80,61.9,100,100,60,48,48,19.5,28.5,0,2,2,36,172,2057.263483,61,91,25,2,2,1
0,1,2016,0,100,100,100,78.57142857,24,24,24,4.5,10.5,0,4,5,45,241,3822.9616,79,101,37,3,2,0
0,1,2018,1,57.14,42.86,71.43,62.06896552,42,24,24,9,15,0,2,4,5,60,353.5840667,10,111,4,1,1,1
0,1,2018,0,0,,0,85,9,0,0,0,0,0,4,4,,,,,,,0,,0
0,1,2018,1,100,100,100,75,51,51,69,42,9,0,3,4,47,247,2560.207883,72,117,22,3,2,1
0,1,2020,0,100,100,100,100,60,60,60,33,27,0,3,3,65,662,5246.094217,122,204,50,3,3,1
0,1,2018,0,92.5,50,100,81.25,60,55.5,55.5,4.5,9,0,3,4,38,568,2518.42455,53,126,34,3,2,1
0,1,2019,1,70.83,47.62,88.89,68,72,51,51,15,36,0,1,3,26,156,1626.09925,32,77,19,2,2,2
0,1,2021,1,100,100,100,100,70.5,70.5,70.5,34.5,36,0,2,2,47,219,2921.968317,63,168,23,3,2,2
0,1,,1,100,,100,46.51162791,30,30,30,0,30,0,1,1,,,,,3,,3,,0
0,1,,0,,,,,69,60,60,27,33,0,3,3,12,36,573.2807667,16,,5,,1,2
0,1,2018,1,73.53,50,78.57,45,51,37.5,37.5,4.5,9,0,4,5,14,91,746.1310333,17,62,13,2,1,1
0,1,2022,1,100,100,100,,60,60,61.13,30,30,0,1,1,60,432,4716.295,93,179,29,3,2,1
0,1,,1,0,,0,0,30,0,0,0,0,0,1,1,,,,,,,0,,0
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,53,582,3560.550867,177,124,35,3,2,1
0,1,2019,0,9.3,14.29,0,77.5,64.5,6,6,6,0,36,3,4,,,,,,,0,,2
0,1,,1,100,100,100,,60,60,60,21,0,0,1,1,,,,,157,,3,,1
0,1,2022,1,100,100,100,,60,60,60,9,6,0,1,1,31,238,1649.0343,40,45,27,3,2,1
0,1,2022,0,100,100,100,,60,60,60,9,12,0,1,1,16,63,809.84925,21,49,13,3,1,1
0,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,25,85,1563.702133,33,100,18,3,2,1
0,1,2022,1,100,100,100,,60,60,61.1,30,30,0,1,1,79,641,7570.2917,164,138,54,3,3,1
0,0,2017,1,100,100,100,25.80645161,21,21,21,9,12,0,3,3,12,224,715.6762,14,48,9,3,1,0
0,1,2019,0,83.04,85.71,78.57,100,56,46.5,55.5,30,9,0,4,4,7,26,270.6032167,11,82,2,3,1,1
0,1,,0,100,100,100,,60,60,60,30,30,0,1,1,,,,,75,,3,,1
1,1,2017,0,0,,0,0,9,0,0,0,0,0,4,4,,,,,,,0,,0
0,1,2021,0,84.62,100,73.91,85,58.5,49.5,49.5,24,25.5,0,1,2,27,138,2248.9575,47,106,18,3,2,1
0,1,2021,0,65.85,61.9,70,75,61.5,40.5,40.5,19.5,21,0,1,2,,,,,101,,2,,2
0,1,2020,1,34.29,23.53,44.44,18.18181818,52.5,18,18,6,12,0,1,2,26,106,1233.400617,39,178,14,0,2,1
0,1,2022,0,100,100,100,,60,60,60,22.5,19.5,0,1,1,43,322,2692.818717,73,136,23,3,2,1
0,1,2018,1,100,100,100,57.14285714,30,30,30,18,12,0,4,4,49,253,2767.063217,65,40,37,3,2,0
0,1,2019,1,100,100,100,90,52.5,52.5,66,30,22.5,0,3,4,29,595,2198.6939,41,73,29,3,2,1
0,1,,1,52,88.89,31.25,,62.5,32.5,32.5,20,12.5,0,1,1,,,,,48,,1,,2
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,104,,3,,1
0,1,2019,0,43.18,100,34.21,90.90909091,66,28.5,28.5,9,10.5,0,3,4,,,,,139,,1,,2
0,1,2021,0,90.91,100,90,65,66,60,60,6,0,0,1,2,19,84,1039.4225,23,96,13,3,1,2
0,1,2019,1,90.91,100,83.33,90.90909091,49.5,45,45,22.5,22.5,0,3,4,34,211,2296.1196,62,165,19,3,2,1
0,1,2021,1,60,50,66.67,40,60,36,36,12,24,0,1,2,13,60,559.8945167,13,98,12,1,1,1
0,1,2020,1,100,100,100,100,60,60,60,27,33,0,3,3,18,165,1658.482433,34,98,10,3,1,1
0,1,2015,1,85,,85,47.5,60,51,51,0,9,0,3,5,23,107,1736.301567,39,78,21,3,2,1
0,1,2020,0,82.86,100,71.43,80.95238095,105,87,87,42,45,0,2,4,83,986,6505.573333,154,1,44,3,3,3
0,1,2022,1,100,100,100,,60,60,60,28.5,31.5,0,1,1,29,171,2303.816833,48,128,11,3,2,1
0,1,2016,1,0,,0,0,12,0,0,0,0,0,4,4,,,,,,,0,,0
0,1,2021,1,85.71,100,76.92,85,63,54,54,24,30,0,1,2,46,378,3306.09425,95,78,34,3,2,2
0,1,,0,,,,100,30,0,0,0,0,0,1,1,,,,,,,,,0
0,1,2021,1,88.89,100,78.57,55,40.5,36,36,19.5,16.5,0,1,2,16,129,1654.80705,32,28,13,3,1,1
0,1,2020,0,85.71,100,76.92,87.5,63,54,61.32,24,30,0,2,3,39,1600,3848.186833,64,194,26,3,2,2
0,1,2022,1,100,100,100,,60,60,61,30,30,0,1,1,56,264,4230.274233,99,108,35,3,2,1
0,1,2022,1,65,100,58.82,,60,39,39,9,12,0,1,1,109,879,6947.903817,208,149,68,2,3,1
0,1,,1,,,,,56,0,0,0,0,0,1,1,,,,,,,,,1
0,0,,1,66.67,80,57.14,,30,20,20,10,10,0,1,1,,,,,29,,2,,0
0,1,2019,1,100,100,100,92.68292683,73.5,73.5,73.5,43.5,18,0,2,4,25,97,1493.005317,43,99,12,3,2,2
0,1,,1,100,100,100,100,21,21,28,9,0,0,2,2,,,,,132,,3,,0
0,1,,0,80,66.67,100,100,30,24,24,12,0,0,2,2,,,,,3,,2,,0
0,1,2017,1,14.29,0,27.27,60.60606061,31.5,4.5,4.5,0,4.5,0,3,4,14,410,1824.407067,25,4,11,0,1,1
0,1,2022,1,100,100,100,,60,60,60,9,12,0,1,1,56,249,3433.899667,83,147,36,3,2,1
0,1,2020,1,100,100,100,100,60,60,66,31.5,28.5,0,3,3,42,199,2698.075633,66,135,27,3,2,1
0,1,2018,1,100,,100,74.41860465,12,12,12,0,12,0,4,4,1,3,45.70161667,1,,,3,1,0
0,1,2022,0,100,100,100,,60,60,60,18,24,0,1,1,80,599,6182.722667,139,49,53,3,3,1
0,1,,0,100,100,100,,60,60,60,30,30,0,1,1,,,,,115,,3,,1
0,1,2022,1,100,100,100,,60,60,60,12,12,0,1,1,56,1008,3489.35265,85,,28,3,2,1
0,1,2020,1,100,100,100,100,60,60,60,45,15,0,3,3,,,,,2,,3,,1
0,1,,1,100,100,100,100,42,42,42,30,0,0,2,2,,,,,126,,3,,1
0,1,2019,1,65.63,70,63.64,58.33333333,48,31.5,37.5,10.5,21,0,2,3,37,243,2350.060967,61,67,27,2,2,1
0,1,,0,100,100,100,,60,60,60,32,28,0,1,1,,,,,105,,3,,1
0,1,2019,1,70.73,100,40,100,61.5,43.5,60,31.5,12,0,4,4,60,747,4450.470033,98,73,38,2,2,2
0,1,2022,0,100,100,100,,60,60,60,18,24,0,1,1,,,,,145,,3,,1
0,1,2019,1,75.76,86.36,54.55,92.85714286,49.5,37.5,37.5,28.5,9,0,3,4,60,678,6485.5113,129,73,43,2,2,1
0,1,2020,0,65,63.64,66.67,0,60,39,39,21,18,0,2,3,21,306,1661.010983,32,89,13,2,2,1
0,1,2020,1,100,100,100,100,64.5,64.5,64.5,37.5,27,0,2,3,,,,,94,,3,,2
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,73,1585,6466.2885,133,40,45,3,3,1
0,1,,0,100,100,100,,60,60,60,27,33,0,1,1,,,,,55,,3,,1
0,1,2018,0,100,100,100,100,39,39,39,21,9,0,3,4,15,97,852.2922,20,,14,3,1,1
0,1,2021,0,31.71,23.08,35.71,22.5,61.5,19.5,19.5,4.5,15,0,1,2,38,225,2254.435067,70,132,27,0,2,2
0,1,2022,1,100,100,100,,60,60,60,9,6,0,1,1,20,129,1325.4718,29,,10,3,1,1
